,question,location,corpus_id
1670,What purposes are included for expressly authorised processing?,"including for fraud and tax-evasion monitoring and prevention purposes conducted in accordance with the regulations, standards and recommendations of Union institutions or national oversight bodies",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1671,What should be included in suitable safeguards for such processing?,"suitable safeguards, which should include specific information to the data subject and the right to obtain human intervention, to express his or her point of view, to obtain an explanation of the decision reached after such assessment and to challenge the decision",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1672,Who should such measures not concern?,Such measure should not concern a child,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1673,What should the controller use to ensure fair and transparent processing?,"{'excerpt': 'the controller should use appropriate mathematical or statistical procedures', 'start_chunk': 165, 'end_chunk': 242}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1674,What should the controller implement to correct inaccuracies in personal data?,"{'excerpt': 'implement technical and organisational measures appropriate to ensure, in particular, that factors which result in inaccuracies in personal data are corrected', 'start_chunk': 256, 'end_chunk': 400}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1675,What is one basis that should be prevented in discriminatory effects on natural persons?,"{'excerpt': 'prevents, inter alia, discriminatory effects on natural persons on the basis of racial or ethnic origin', 'start_chunk': 541, 'end_chunk': 623}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1676,What factors must be considered to secure personal data?,"{'excerpt': 'secure personal data in a manner that takes account of the potential risks involved for the interests and rights of the data subject', 'start_chunk': 478, 'end_chunk': 559}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1677,What type of data should automated decision-making and profiling be based on?,"{'text': 'special categories of personal data', 'start_chunk': 2, 'end_chunk': 7}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1678,Under what should automated decision-making and profiling be allowed?,"{'text': 'specific conditions', 'start_chunk': 9, 'end_chunk': 17}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1679,What should be allowed only under specific conditions?,"{'text': 'Automated decision-making and profiling based on special categories of personal data', 'start_chunk': 0, 'end_chunk': 71}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1680,What based on special categories of personal data should be allowed only under specific conditions?,"{'text': 'Automated decision-making and profiling', 'start_chunk': 0, 'end_chunk': 36}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1681,What establishes the European Data Protection Board?,"{'reference': 'The European Data Protection Board established by this Regulation', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1682,Who is able to issue guidance in the context of profiling?,"{'reference': 'The European Data Protection Board established by this Regulation (the ‘Board’) should be able to issue guidance in that context', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
