,question,references,corpus_id,Unnamed: 0,location
1183,What is the principle that the right to the protection of personal data must be considered in relation to?,it must be considered in relation to its function in society and be balanced against other fundamental rights,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 4.txt,,
1184,Which freedoms and principles are recognized in the Charter according to the Regulation?,"observes the freedoms and principles recognised in the Charter as enshrined in the Treaties, in particular the respect for private and family life, home and communications, the protection of personal data, freedom of thought, conscience and religion, freedom of expression and information, freedom to conduct a business",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 4.txt,,
1185,What is one legitimate basis for processing personal data?,"personal data should be processed on the basis of the consent of the data subject concerned or some other legitimate basis, laid down by law, either in this Regulation or in other Union or 4.5.2016 L 119/7 Official Journal of the European Union EN Member State law",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 40.txt,,
1186,What must the controller comply with for lawful processing?,including the necessity for compliance with the legal obligation to which the controller is subject,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 40.txt,,
1187,Who are the two courts mentioned in the excerpt as providing case-law?,in accordance with the case-law of the Court of Justice of the European Union (the ‘Court of Justice’) and the European Court of Human Rights.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 41.txt,,
1188,What two criteria should a legal basis or legislative measure meet according to the text?,"However, such a legal basis or legislative measure should be clear and precise and its application should be foreseeable to persons subject to it",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 41.txt,,
1189,Who should be able to demonstrate that the data subject has given consent?,"Where processing is based on the data subject's consent, the controller should be able to demonstrate that the data subject has given consent to the processing operation.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 42.txt,,
1190,What should a declaration of consent pre-formulated by the controller be provided in?,In accordance with Council Directive 93/13/EEC (1) a declaration of consent pre- formulated by the controller should be provided in an intelligible and easily accessible form,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 42.txt,,
1191,What should consent not contain?,using clear and plain language and it should not contain unfair terms.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 42.txt,,
1192,When can consent be regarded as not freely given?,Consent should not be regarded as freely given if the data subject has no genuine or free choice or is unable to refuse or withdraw consent without detriment.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 42.txt,,
1193,Who is presumed to not have given freely given consent?,Consent is presumed not to be freely given if it does not allow separate consent to be given to different personal data processing operations despite it being appropriate in the individual case,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 43.txt,,
